,userId,movieId,rating,timestamp
9416,62,0,5.0,1079098216
57465,416,0,3.5,1112585993
54520,389,0,4.0,867073566
91361,606,0,4.5,1113319531
30390,214,0,3.0,860559708
91788,607,0,4.0,939461651
10214,72,0,5.0,1303464840
39293,286,0,5.0,1469161081
13767,88,0,5.0,1257620018
9713,67,0,4.0,1194741818
14886,96,0,1.0,1460342505
22179,153,0,4.0,850917310
24869,178,0,5.0,1436669947
43329,310,0,3.0,898007830
19362,129,0,3.0,1138997743
85570,574,0,3.0,1012595781
38776,283,0,3.0,853878868
35173,251,0,3.0,869101312
23746,167,0,5.0,848866772
33278,239,0,4.5,1098943177
57772,418,0,4.5,1110049948
99858,669,0,4.0,938782344
20386,135,0,4.5,1405977265
71401,500,0,5.0,1283137657
87811,584,0,4.0,974607482
27678,200,0,5.0,1110421816
45322,320,0,3.0,939420838
86489,579,0,4.0,1155616380
18633,123,0,4.5,1147862310
87618,583,0,5.0,1276156510
49641,362,0,5.0,942344684
33508,240,0,3.0,847339737
82017,559,0,4.5,1452849340
15273,99,0,4.0,854193977
89814,596,0,5.0,940708550
63794,459,0,4.5,1072836909
7375,47,0,4.0,1318796720
88111,585,0,4.0,1214234202
44348,311,0,5.0,959933200
70518,490,0,5.0,940796476
12616,78,0,2.0,1182994648
25421,186,0,4.0,1228072644
7252,43,0,4.0,858707138
37834,272,0,4.5,1466945564
9836,68,0,5.0,1366831110
48751,357,0,5.0,957480017
71152,499,0,2.0,1228946388
63772,458,0,5.0,859210690
74919,519,0,3.0,1142028487
52317,381,0,3.5,1371772711
23179,164,0,2.5,1111482682
48340,353,0,5.0,846062607
59530,430,0,4.5,1165547529
31640,231,0,3.0,955088635
75700,525,0,4.0,1428641074
66969,469,0,3.5,1234088628
77492,536,0,5.0,879502465
46667,342,0,5.0,881166397
56682,407,0,2.0,933035002
48721,356,0,5.0,832768614
98531,659,0,2.5,1436680062
495,6,0,3.0,851866703
92559,614,0,4.0,1425504992
69096,479,0,5.0,1272669366
38828,284,0,4.0,965091874
18560,121,0,3.0,832773057
96587,646,0,4.0,947292218
47819,352,0,3.5,1112268707
57010,411,0,4.0,993088074
21910,151,0,3.5,1335947960
46068,332,0,4.0,1441197471
57967,421,0,5.0,980859727
34495,246,0,4.0,953361586
89164,594,0,5.0,965077903
20959,145,0,5.0,1256071139
27944,204,0,4.5,1442148577
11873,74,0,3.0,1165607201
65377,465,0,5.0,944892273
4008,22,0,3.0,1148729853
24739,177,0,4.0,1437425800
21202,148,0,3.0,1436919660
18342,119,0,2.5,1167422234
70088,483,0,3.0,851345204
8260,55,0,4.0,1467004817
13833,89,0,4.0,875517174
889,12,0,5.0,1331380058
72201,506,0,3.0,862090954
17701,118,0,2.0,913048158
13068,83,0,3.5,1429910800
67038,470,0,3.5,1239658613
20053,133,0,3.5,1361244876
78433,546,0,3.5,1053173138
18480,120,0,4.0,833058442
76593,529,0,5.0,879014231
96149,640,0,4.0,850021197
59225,429,0,4.0,1172908978
14315,93,0,4.0,1291779829
71717,502,0,4.0,1432365762
62916,455,0,3.5,1432307903
58429,424,0,4.5,1112383737
97399,652,0,4.0,948160430
93431,622,0,4.5,1225256593
40153,293,0,4.0,1047071649
46709,343,0,4.0,853736711
4781,25,0,5.0,1360087980
57920,420,0,2.0,835170129
46149,333,0,5.0,1447031887
29266,212,0,3.0,1462637445
62885,454,0,3.5,1110395566
9917,69,0,5.0,853954235
49452,360,0,3.0,864050973
82413,561,0,4.5,1167426662
56955,409,0,5.0,1434057935
13291,85,0,3.0,848161799
28390,211,0,3.0,1218405007
52631,382,0,5.0,852806429
16726,105,0,4.0,1215818369
60335,436,0,4.0,831693610
26165,192,0,4.0,971216031
7142,42,0,4.0,974768260
71604,501,0,4.0,861302126
17318,111,0,5.0,852720865
61129,446,0,3.0,832492847
69474,480,0,4.0,1437000892
70128,485,0,5.0,1464121011
24515,176,0,5.0,907515679
72180,505,0,4.0,865395296
70496,489,0,1.0,851786086
95970,635,0,3.0,855227186
7337,46,0,5.0,832228931
10023,71,0,3.5,1461778737
72287,508,0,3.0,939329344
65657,467,0,4.0,1296195523
35211,252,0,4.5,1215831130
61432,451,0,3.5,1133735252
30810,219,0,2.0,970498319
24259,175,0,2.0,1340720798
98740,663,0,3.5,1362421730
42403,305,0,3.0,956083012
23016,162,0,3.0,1390767736
59798,431,0,5.0,1271227588
6625,36,0,4.0,981308121
60799,441,0,4.0,1227920032
89089,593,0,4.0,938948878
84775,567,0,3.0,835002305
46206,335,0,2.0,995826976
93534,623,0,5.0,1019126661
77899,541,0,4.5,1424965705
24073,172,0,4.0,875357598
30672,218,0,5.0,974475264
85228,573,0,4.0,1232811316
55090,395,0,5.0,834998311
13481,86,0,3.0,858623186
27425,199,0,3.0,1437932719
60639,439,0,4.0,835337057
31243,223,0,4.0,828213150
60058,433,0,4.0,886372746
25130,183,0,5.0,833524830
9610,66,0,3.0,854711770
23097,163,0,3.5,1179531301
92944,615,0,4.0,860572913
45724,327,0,4.0,1147996106
55493,401,0,2.0,1443393600
35933,260,0,1.5,1101665532
96418,645,0,5.0,953449518
64825,462,0,3.0,1049913385
8222,54,0,3.0,855926941
73210,509,0,1.0,944346953
40074,292,0,4.0,1064615574
75562,524,0,2.0,1024928544
18928,125,0,5.0,833286470
84897,569,0,1.5,1475783711
3105,18,0,3.0,855190091
18718,124,0,4.0,1269736592
48392,354,0,3.0,1130104529
77799,537,0,5.0,831835670
3528,19,0,3.5,1238729767
76671,530,0,3.0,1240402247
81242,552,0,4.0,1423011192
5048,29,0,4.0,944943070
80824,547,0,4.0,857405395
96993,648,0,4.0,834424768
20742,141,0,4.0,997731606
55421,400,0,5.0,977459322
77017,533,0,5.0,973376852
45463,323,0,4.0,1451524648
51073,378,0,3.5,1378180411
44934,313,0,2.0,1437338091
95801,629,0,4.0,1443807734
81888,558,0,4.0,903143238
56359,406,0,4.0,962646314
37069,267,0,5.0,1314894068
33564,241,0,5.0,956682763
82117,560,0,3.0,1172695347
21433,149,0,3.0,1114306148
38460,281,0,4.0,1111493773
56904,408,0,5.0,828212413
14156,92,0,4.0,1304992014
75989,528,0,4.0,959965342
98714,662,0,4.0,1438397999
22301,156,0,3.5,1291598726
97450,653,0,5.0,1145390085
61216,447,0,3.0,1444761397
47527,349,0,4.0,1005938887
51144,379,0,4.0,1048092869
45185,317,0,1.0,862902604
57604,417,0,3.5,1132180691
45894,328,0,5.0,867072004
55812,402,0,4.0,850779492
73451,513,0,4.0,853892832
56286,405,0,3.5,1447951646
22128,152,0,5.0,1046739645
74052,517,0,5.0,945369114
99889,670,0,5.0,1064891129
32852,236,0,3.0,1102009632
58484,425,0,3.0,1312723226
90730,602,0,4.0,868354978
20516,137,0,2.0,1440379001
44632,312,0,4.0,1105354580
77962,542,0,5.0,866931481
19013,127,0,5.0,1049690031
15085,98,0,4.0,938586006
13883,90,0,5.0,1448798200
37965,274,0,5.0,1350254117
86155,576,0,5.0,1111475159
39796,291,0,4.0,1140049726
59032,427,0,5.0,1304131910
38587,282,0,3.0,1114997963
89327,595,0,3.5,1145034973
46886,344,0,4.5,1106949170
37795,271,0,4.0,1453587590
67254,471,0,5.0,939004597
90016,597,0,4.5,1057554797
62983,456,0,1.5,1471386200
59860,432,0,4.5,1417930541
14033,91,0,5.0,848526251
23862,168,0,4.0,1234228717
68201,474,0,4.5,1446908358
25175,184,0,5.0,1003523268
64078,460,0,3.5,1090907386
962,14,0,2.0,997938310
699,8,0,4.0,938629179
63696,457,0,3.5,1365115663
35983,261,0,2.5,1433898798
12038,76,0,4.0,1163005363
24134,174,0,4.0,1052837092
82824,563,0,4.0,974712079
17702,118,1,3.0,913051445
72181,505,1,3.0,865395979
35212,252,1,4.0,1215831526
7888,48,1,5.0,978040739
86490,579,1,3.5,1165900696
93535,623,1,3.0,1019125424
24958,181,1,5.0,845744191
38829,284,1,3.0,965089266
97451,653,1,3.0,1145389613
29267,212,1,3.0,1462637790
70266,486,1,4.0,832836515
6873,40,1,3.5,1093888283
82118,560,1,3.0,1172766441
98076,654,1,4.0,1470073353
98656,661,1,5.0,839022500
6128,31,1,4.0,834828285
52318,381,1,3.0,1371780062
21846,150,1,4.0,847296918
30630,217,1,2.5,1163106626
39547,287,1,4.0,845862466
74010,516,1,5.0,846450065
19014,127,1,4.0,1049685256
27426,199,1,3.5,1457721108
44349,311,1,2.0,959935514
45464,323,1,4.0,1451524483
91362,606,1,3.0,1118247388
47100,345,1,2.0,1044652107
82825,563,1,4.0,974839862
68084,472,1,5.0,1425643774
3106,18,1,3.0,855194773
55091,395,1,3.0,834998422
7338,46,1,5.0,832229657
75563,524,1,2.0,1024929394
80825,547,1,3.0,857406875
31244,223,1,4.0,828213150
48393,354,1,3.0,1130105802
24260,175,1,3.0,1341047637
99259,664,1,3.0,992836405
9197,60,1,3.5,1216051639
25745,187,1,4.0,841064145
77018,533,1,4.0,973376511
58485,425,1,3.0,1310374386
33509,240,1,3.0,847339662
68997,478,1,4.0,1409093666
74053,517,1,4.0,945362514
60800,441,1,4.0,1227969149
17391,114,1,5.0,1107034391
65378,465,1,3.0,944978286
46257,337,1,3.0,841656624
47820,352,1,2.0,1114172641
10215,72,1,2.5,1255595527
69097,479,1,5.0,1272669458
38299,278,1,3.0,838231842
13512,87,1,3.5,1239773232
35984,261,1,2.0,1434331477
89019,592,1,3.0,835464130
7376,47,1,3.5,1322169967
39294,286,1,5.0,1469162190
21434,149,1,3.0,1114306834
77320,534,1,3.0,838631374
22896,160,1,4.0,837629692
25422,186,1,3.0,1237164142
37070,267,1,3.5,1314894727
59033,427,1,3.0,1304136764
22302,156,1,2.5,1291654669
96150,640,1,4.0,834636796
44633,312,1,3.0,1101033291
12353,77,1,3.5,1274051069
18634,123,1,3.0,1147861200
24516,176,1,5.0,907380055
89165,594,1,2.0,965230397
67039,470,1,3.0,1239744723
88767,589,1,3.0,848677637
18929,125,1,3.0,833286607
61130,446,1,3.0,832493108
5049,29,1,2.0,945277634
71153,499,1,1.5,1228946281
963,14,1,2.0,1134521380
57605,417,1,2.0,1132178551
75122,521,1,2.5,1391353926
17339,112,1,5.0,844884330
12617,78,1,2.5,1182994926
20054,133,1,4.5,1361245855
23180,164,1,3.0,1111981462
77493,536,1,3.0,879521681
76672,530,1,4.0,1243510104
39797,291,1,3.5,1140051284
41494,297,1,5.0,1447369122
25176,184,1,4.0,1003523847
14034,91,1,3.0,848525932
65658,467,1,2.0,1296195941
85571,574,1,4.0,1012598088
54469,388,1,4.0,829491840
9714,67,1,3.0,1249809905
42404,305,1,4.0,939716745
26110,191,1,4.0,843634025
9837,68,1,3.5,1366831701
13184,84,1,5.0,837511784
90731,602,1,4.0,868355874
50220,368,1,3.0,847465664
15086,98,1,2.0,950999958
60640,439,1,4.0,835337237
90601,601,1,4.0,842360098
28391,211,1,3.0,1218404003
10024,71,1,2.5,1461784724
70868,495,1,4.0,834060098
12671,79,1,2.0,844860022
59226,429,2,1.5,1111488810
23181,164,2,2.5,1111981538
19015,127,2,2.0,1049682634
24959,181,2,4.0,845745032
73452,513,2,1.0,853892868
62984,456,2,1.5,1471385241
85229,573,2,3.5,1232815004
11874,74,2,3.0,1143047700
96419,645,2,5.0,953451056
54521,389,2,5.0,867072842
72202,506,2,2.0,862091271
81889,558,2,3.0,883675744
22986,161,2,2.0,852791965
70869,495,2,3.0,843218375
60801,441,2,4.5,1227969381
77019,533,2,2.0,973374764
82826,563,2,3.0,974838162
77963,542,2,5.0,866931510
70089,483,2,4.0,851345272
17319,111,2,5.0,852720897
32322,232,2,3.0,854481667
37966,274,2,4.0,1326919897
16857,109,2,4.0,840101142
30526,216,2,4.5,1108160863
63773,458,2,4.0,859210733
15274,99,2,4.0,854194024
7253,43,2,5.0,858707194
38777,283,2,3.0,853878917
97083,649,2,3.0,844883753
93536,623,2,3.0,1019128536
57358,415,2,4.0,841447146
35702,255,2,3.0,851862274
13185,84,2,2.0,837512420
9918,69,2,5.0,853954323
22180,153,2,4.0,850917346
90864,604,2,2.0,980194114
90732,602,2,2.0,868355076
3107,18,2,3.0,855194718
99260,664,2,3.0,993347429
49453,360,2,4.0,864051071
17392,114,2,5.0,1107034474
4755,24,2,3.0,859625254
91363,606,2,3.5,1118247469
48752,357,2,1.0,957479796
72288,508,2,2.0,946276711
61433,451,2,1.0,976423199
351,4,2,4.0,1163374957
92945,615,2,3.0,860572960
65659,467,2,2.5,1296196738
71785,504,2,3.0,1340413945
58430,424,2,0.5,1112383600
32987,238,2,4.0,991861185
96100,639,2,4.0,860950973
80826,547,2,4.0,857405447
38830,284,2,3.0,965092752
73861,515,2,3.0,844687536
45895,328,2,3.0,867072039
92460,613,2,2.0,1003253691
96151,640,2,3.0,833955544
3108,18,3,3.0,855192868
64079,460,3,1.5,1090908852
23747,167,3,3.0,848879299
63795,459,3,3.5,1072837815
32988,238,3,3.0,991862027
24960,181,3,3.0,845745077
96349,643,3,1.0,944934385
74054,517,3,1.0,945365209
17340,112,3,3.0,844884590
96994,648,3,3.0,834425135
54673,390,3,2.0,891534197
19016,127,3,3.0,1049682515
97084,649,3,1.0,844883753
9838,68,4,5.0,1366831985
32473,234,4,4.5,1113184535
61434,451,4,3.0,976422557
97085,649,4,3.0,844883711
7254,43,4,3.0,858707194
17341,112,4,5.0,844884467
9919,69,4,5.0,853954323
35703,255,4,3.0,851862273
42405,305,4,2.0,956082033
964,14,4,4.5,1093070098
3054,17,4,3.0,856006982
26766,195,4,4.0,959224062
48753,357,4,2.0,957795334
44634,312,4,3.5,1105355064
77964,542,4,3.0,866931510
59531,430,4,4.5,1140455425
22987,161,4,4.0,852791965
73453,513,4,1.0,853892868
16977,110,4,3.0,1097430540
46710,343,4,2.0,850723898
93537,623,4,3.0,1019128415
39798,291,4,4.0,1140153456
73862,515,4,3.0,844687485
40154,293,4,3.5,1062619499
52319,381,4,3.0,1371829454
38778,283,4,4.0,853878917
46887,344,4,2.0,1109278713
82827,563,4,3.0,974837992
62985,456,4,1.0,1471385747
24961,181,4,4.0,845744805
13186,84,4,3.0,837512493
33510,240,4,2.0,847340005
54470,388,4,4.0,829491839
93305,620,4,4.5,1116476167
15014,97,4,3.0,1459405466
22181,153,4,3.0,850917346
31207,222,4,4.0,856532203
82414,561,4,3.5,1167429218
99261,664,4,3.0,993347605
28392,211,4,2.5,1218955060
52207,380,4,4.0,1018646002
45896,328,4,3.0,867072039
45186,317,4,3.0,862902663
88768,589,4,3.0,848677907
96101,639,4,3.0,860950972
18992,126,4,4.0,842323102
8223,54,4,3.0,855926988
16858,109,4,4.0,840100796
97452,653,4,4.0,1145392131
20055,133,4,1.0,1361244162
80827,547,4,3.0,857405447
74055,517,4,3.0,945364959
32989,238,4,3.0,991862159
96152,640,4,4.0,834636108
21435,149,4,2.5,1114308628
20665,139,4,4.5,1398068239
57229,412,5,5.0,850890598
92560,614,5,3.5,1463685875
9611,66,5,5.0,854711804
91789,607,5,5.0,939362594
38779,283,5,5.0,853878917
45187,317,5,3.0,862902663
41100,294,5,4.5,1100132745
70497,489,5,5.0,851786277
39548,287,5,3.0,845862667
88672,587,5,4.0,842298338
4009,22,5,3.5,1148730128
95486,626,5,4.0,1201381361
30391,214,5,3.0,860559733
70870,495,5,5.0,843218321
8224,54,5,5.0,855926988
4734,23,5,5.0,849321588
59227,429,5,4.0,1111489263
73863,515,5,4.0,844687340
26281,194,5,4.0,975417247
35704,255,5,3.0,851862273
78434,546,5,2.5,1149462857
17320,111,5,3.0,852720897
17703,118,5,5.0,913057893
3109,18,5,3.0,855190128
14511,94,5,5.0,1016317227
98389,658,5,3.0,836216031
99733,666,5,4.0,847271481
75564,524,5,4.0,1024929782
46419,339,5,4.0,1410374053
27679,200,5,5.0,1110421617
77020,533,5,5.0,973375745
88769,589,5,4.0,848677809
99693,665,5,5.0,838921278
61435,451,5,4.0,976423753
96737,647,5,4.0,1204413633
80828,547,5,3.0,857405447
86156,576,5,4.0,1111475446
46888,344,5,2.5,1106949297
89328,595,5,4.0,1138659551
15275,99,5,3.0,854194023
49982,366,5,2.0,1128631216
6314,33,5,3.0,973747402
12672,79,5,4.0,844860041
90733,602,5,4.0,868355017
72289,508,5,3.0,939471667
48394,354,5,4.0,1130105736
67255,471,5,3.0,994737953
32474,234,5,4.0,1111625738
16859,109,5,4.0,840100719
17342,112,5,4.0,844884390
31208,222,5,4.0,856532203
10216,72,5,4.5,1337593559
78008,543,5,4.5,1442495715
82828,563,5,1.0,974838752
12039,76,5,3.5,1163252774
33565,241,5,4.0,956684268
13834,89,5,4.0,875517954
45897,328,5,5.0,867072039
43330,310,5,4.0,1080681367
62986,456,5,3.0,1471386884
7255,43,5,3.0,858707194
63774,458,5,4.0,859210733
98741,663,5,4.0,1393890301
64080,460,5,4.0,1091067217
37071,267,5,2.5,1314894615
86491,579,5,3.5,1156473327
24517,176,5,5.0,907380682
6768,38,5,4.0,832523607
48754,357,5,3.0,957481884
41495,297,5,3.5,1446576656
71605,501,5,3.0,861302161
965,14,5,4.0,1040205753
5050,29,5,4.0,945276746
18481,120,5,4.0,833058704
51145,379,5,4.0,952358438
61131,446,5,3.0,832493230
