,Mov-Freq,Mov-Mean,Mov-std,Mov-var,movieId
0,247,3.87246963563,0.95703826516,0.915922240981,0
1,107,3.40186915888,0.876588684161,0.768407721198,1
2,59,3.16101694915,1.14032658854,1.30034472853,2
3,13,2.38461538462,0.902003030735,0.813609467456,3
4,56,3.26785714286,0.940005156304,0.883609693878,4
5,104,3.88461538462,0.826923076923,0.683801775148,5
6,53,3.28301886792,1.09246749428,1.19348522606,6
7,5,3.8,1.46969384567,2.16,7
8,20,3.15,0.792148975888,0.6275,8
9,122,3.45081967213,0.766645439416,0.587745229777,9
10,82,3.68902439024,0.88909464743,0.790489292088,10
11,18,2.86111111111,1.0776202634,1.1612654321,11
12,8,3.9375,0.916429893663,0.83984375,12
13,31,3.45161290323,0.765746933579,0.586368366285,13
14,11,2.31818181818,0.860040360383,0.739669421488,14
15,88,3.94886363636,0.872691020791,0.761589617769,15
16,86,3.92441860465,0.92295481591,0.851845592212,16
17,26,3.28846153846,1.16167217773,1.34948224852,17
18,92,2.59782608696,1.07399885241,1.15347353497,18
19,13,2.53846153846,1.21626063853,1.47928994083,19
20,95,3.53684210526,1.00588297233,1.01180055402,20
21,38,3.35526315789,0.952198942178,0.906682825485,21
22,22,3.09090909091,0.924863179517,0.855371900826,22
23,34,3.04411764706,1.12699266047,1.27011245675,23
24,101,3.74257425743,1.07540888237,1.15650426429,24
25,5,4.1,0.8,0.64,25
26,7,3.14285714286,0.638876565,0.408163265306,26
27,18,4.08333333333,0.786165094338,0.618055555556,27
28,40,4.025,0.798044484976,0.636875,28
29,10,4.05,0.906917857361,0.8225,29
30,42,3.17857142857,0.829668813525,0.688350340136,30
31,196,3.92346938776,0.834070547157,0.695673677634,31
32,148,3.60135135135,1.07010901734,1.14513330898,32
33,11,3.54545454545,0.782029569731,0.611570247934,33
34,104,3.9375,0.807677998958,0.65234375,34
35,2,2.0,1.0,1.0,35
36,2,2.0,1.0,1.0,36
37,120,3.55,0.956120633951,0.914166666667,37
38,6,3.91666666667,0.731247032283,0.534722222222,38
39,23,4.02173913043,0.938063000452,0.879962192817,39
40,9,2.33333333333,0.666666666667,0.444444444444,40
41,12,3.625,0.84471395553,0.713541666667,41
42,38,2.69736842105,0.942696815163,0.888677285319,42
43,43,3.52325581395,0.869064508886,0.755273120606,43
44,12,3.16666666667,0.986013297183,0.972222222222,44
45,201,4.03482587065,0.899851339036,0.809732432366,45
46,61,2.9262295082,0.895508215328,0.801934963719,46
47,2,4.0,1.0,1.0,47
48,201,4.37064676617,0.730081491807,0.533018984679,48
49,51,3.63725490196,0.902493448852,0.814494425221,49
50,1,5.0,0.0,0.0,50
51,3,3.66666666667,0.471404520791,0.222222222222,51
52,6,3.33333333333,1.10554159679,1.22222222222,52
53,14,3.14285714286,0.832993127835,0.69387755102,53
54,45,4.0,1.01653004547,1.03333333333,54
55,2,4.0,1.0,1.0,55
56,32,2.828125,0.815948211822,0.665771484375,56
57,7,3.57142857143,0.494871659305,0.244897959184,57
58,87,3.68965517241,0.891342069966,0.794490685692,58
59,6,2.83333333333,1.24721912892,1.55555555556,59
60,10,2.4,0.663324958071,0.44,60
61,20,2.025,1.21937483983,1.486875,61
62,5,2.0,1.09544511501,1.2,62
63,8,3.5,0.707106781187,0.5,63
64,22,3.81818181818,0.699763832652,0.489669421488,64
65,48,3.02083333333,1.11783986877,1.24956597222,65
66,7,2.42857142857,1.52194826805,2.31632653061,66
67,6,3.16666666667,1.43372087784,2.05555555556,67
68,13,4.11538461538,0.923076923077,0.852071005917,68
69,19,3.02631578947,0.924429898434,0.854570637119,69
70,15,3.33333333333,0.674948557711,0.455555555556,70
71,2,4.0,0.0,0.0,71
72,10,3.2,0.871779788708,0.76,72
73,26,2.96153846154,1.12594470525,1.26775147929,73
74,4,4.625,0.414578098794,0.171875,74
75,18,3.25,0.9464847243,0.895833333333,75
76,10,3.8,0.979795897113,0.96,76
77,3,3.0,0.0,0.0,77
78,1,4.0,0.0,0.0,78
79,16,4.0625,0.658478359553,0.43359375,79
80,17,3.76470588235,1.05882352941,1.12110726644,80
81,3,1.66666666667,0.942809041582,0.888888888889,81
82,23,2.89130434783,0.859177080233,0.738185255198,82
83,17,3.44117647059,0.683467649331,0.467128027682,83
84,12,3.54166666667,0.852895395436,0.727430555556,84
85,11,2.22727272727,0.888400922077,0.789256198347,85
86,22,3.56818181818,0.679161490795,0.461260330579,86
87,93,3.17741935484,0.884894627377,0.783038501561,87
88,1,1.0,0.0,0.0,88
89,8,3.875,0.649519052838,0.421875,89
90,1,3.0,0.0,0.0,90
91,4,2.75,1.78535710714,3.1875,91
92,21,3.42857142857,0.903507902905,0.816326530612,92
93,17,3.88235294118,0.777049694919,0.603806228374,93
94,11,2.59090909091,0.972769752683,0.946280991736,94
95,4,4.0,0.707106781187,0.5,95
96,94,3.29255319149,1.08767166527,1.18302965143,96
97,48,3.11458333333,1.00124705229,1.00249565972,97
98,27,3.46296296296,0.990004918861,0.980109739369,98
99,1,4.0,0.0,0.0,99
100,228,3.9451754386,1.0207597209,1.04195040782,100
101,118,4.22457627119,0.905719719496,0.820328210284,101
